id,displayName,score
player18254,Player 18254,90422
player18255,Player 18255,35056
player18256,Player 18256,62609
player18257,Player 18257,90201
player18258,Player 18258,94615
player18259,Player 18259,20179
player18260,Player 18260,28503
player18261,Player 18261,48301
player18262,Player 18262,80188
player18263,Player 18263,97479
player18264,Player 18264,96175
player18265,Player 18265,44601
player18266,Player 18266,72904
player18267,Player 18267,32681
player18268,Player 18268,39461
player18269,Player 18269,65087
player18270,Player 18270,24073
player18271,Player 18271,43603
player18272,Player 18272,42730
player18273,Player 18273,86975
player18274,Player 18274,57612
player18275,Player 18275,32042
player18276,Player 18276,16227
player18277,Player 18277,8220
player18278,Player 18278,57437
player18279,Player 18279,91544
player18280,Player 18280,59716
player18281,Player 18281,16530
player18282,Player 18282,87082
player18283,Player 18283,83767
player18284,Player 18284,88451
player18285,Player 18285,97780
player18286,Player 18286,27336
player18287,Player 18287,5063
player18288,Player 18288,31917
player18289,Player 18289,93485
player18290,Player 18290,90214
player18291,Player 18291,86303
player18292,Player 18292,7694
player18293,Player 18293,24090
player18294,Player 18294,55379
player18295,Player 18295,48164
player18296,Player 18296,10623
player18297,Player 18297,42635
player18298,Player 18298,47139
player18299,Player 18299,96905
player18300,Player 18300,68306
player18301,Player 18301,17626
player18302,Player 18302,59048
player18303,Player 18303,10102
player18304,Player 18304,75213
player18305,Player 18305,5657
player18306,Player 18306,57930
player18307,Player 18307,55920
player18308,Player 18308,21096
player18309,Player 18309,11656
player18310,Player 18310,42318
player18311,Player 18311,93286
player18312,Player 18312,24040
player18313,Player 18313,93846
player18314,Player 18314,23823
player18315,Player 18315,66623
player18316,Player 18316,57057
player18317,Player 18317,66616
player18318,Player 18318,66397
player18319,Player 18319,45959
player18320,Player 18320,36505
player18321,Player 18321,17849
player18322,Player 18322,36219
player18323,Player 18323,9181
player18324,Player 18324,30254
player18325,Player 18325,19807
player18326,Player 18326,4367
player18327,Player 18327,24507
player18328,Player 18328,57704
player18329,Player 18329,30261
player18330,Player 18330,41307
player18331,Player 18331,23747
player18332,Player 18332,14080
player18333,Player 18333,68766
player18334,Player 18334,22583
player18335,Player 18335,14780
player18336,Player 18336,27262
player18337,Player 18337,71657
player18338,Player 18338,51636
player18339,Player 18339,78398
player18340,Player 18340,85086
player18341,Player 18341,92191
player18342,Player 18342,27751
player18343,Player 18343,6951
player18344,Player 18344,49588
player18345,Player 18345,44388
player18346,Player 18346,64774
player18347,Player 18347,9051
player18348,Player 18348,86623
player18349,Player 18349,21576
player18350,Player 18350,15519
player18351,Player 18351,53013
player18352,Player 18352,17187
player18353,Player 18353,30737
player18354,Player 18354,70143
player18355,Player 18355,50132
player18356,Player 18356,46526
player18357,Player 18357,27090
player18358,Player 18358,87706
player18359,Player 18359,78513
player18360,Player 18360,68840
player18361,Player 18361,99906
player18362,Player 18362,33280
player18363,Player 18363,11415
player18364,Player 18364,17719
player18365,Player 18365,97450
player18366,Player 18366,4862
player18367,Player 18367,33660
player18368,Player 18368,88915
player18369,Player 18369,37090
player18370,Player 18370,71357
player18371,Player 18371,17654
player18372,Player 18372,79246
player18373,Player 18373,85463
player18374,Player 18374,88714
player18375,Player 18375,66460
player18376,Player 18376,67705
player18377,Player 18377,87728
player18378,Player 18378,29977
player18379,Player 18379,88806
player18380,Player 18380,68198
player18381,Player 18381,3641
player18382,Player 18382,15875
player18383,Player 18383,13143
player18384,Player 18384,62438
player18385,Player 18385,56518
player18386,Player 18386,480
player18387,Player 18387,79761
player18388,Player 18388,13551
player18389,Player 18389,46205
player18390,Player 18390,68875
player18391,Player 18391,93255
player18392,Player 18392,32767
player18393,Player 18393,63219
player18394,Player 18394,50407
player18395,Player 18395,77637
player18396,Player 18396,5418
player18397,Player 18397,32756
player18398,Player 18398,24429
player18399,Player 18399,15502
player18400,Player 18400,32481
player18401,Player 18401,45054
player18402,Player 18402,96308
player18403,Player 18403,95348
player18404,Player 18404,40507
player18405,Player 18405,10103
player18406,Player 18406,44133
player18407,Player 18407,64314
player18408,Player 18408,98814
player18409,Player 18409,61258
player18410,Player 18410,89845
player18411,Player 18411,11307
player18412,Player 18412,10722
player18413,Player 18413,747
player18414,Player 18414,34772
player18415,Player 18415,82579
player18416,Player 18416,93206
player18417,Player 18417,5560
player18418,Player 18418,68680
player18419,Player 18419,31009
player18420,Player 18420,94513
player18421,Player 18421,63610
player18422,Player 18422,59697
player18423,Player 18423,71952
player18424,Player 18424,16419
player18425,Player 18425,91342
player18426,Player 18426,79499
player18427,Player 18427,15363
player18428,Player 18428,57547
player18429,Player 18429,97675
player18430,Player 18430,25494
player18431,Player 18431,11445
player18432,Player 18432,59136
player18433,Player 18433,89619
player18434,Player 18434,92758
player18435,Player 18435,76350
player18436,Player 18436,54919
player18437,Player 18437,74243
player18438,Player 18438,19446
player18439,Player 18439,89399
player18440,Player 18440,38064
player18441,Player 18441,23311
player18442,Player 18442,92446
player18443,Player 18443,7772
player18444,Player 18444,68286
player18445,Player 18445,24669
player18446,Player 18446,32498
player18447,Player 18447,69666
player18448,Player 18448,1625
player18449,Player 18449,57961
player18450,Player 18450,38142
player18451,Player 18451,4262
player18452,Player 18452,40467
player18453,Player 18453,36430
player18454,Player 18454,77203
player18455,Player 18455,58041
player18456,Player 18456,55057
player18457,Player 18457,30270
player18458,Player 18458,85178
player18459,Player 18459,78759
player18460,Player 18460,81927
player18461,Player 18461,72333
player18462,Player 18462,67723
player18463,Player 18463,63244
player18464,Player 18464,29654
player18465,Player 18465,34353
player18466,Player 18466,22957
player18467,Player 18467,7636
player18468,Player 18468,39570
player18469,Player 18469,30432
player18470,Player 18470,79839
player18471,Player 18471,26564
player18472,Player 18472,29575
player18473,Player 18473,90085
player18474,Player 18474,69645
player18475,Player 18475,57152
player18476,Player 18476,84767
player18477,Player 18477,37414
player18478,Player 18478,84592
player18479,Player 18479,98467
player18480,Player 18480,35255
player18481,Player 18481,37491
player18482,Player 18482,66835
player18483,Player 18483,12786
player18484,Player 18484,42181
player18485,Player 18485,48948
player18486,Player 18486,14329
player18487,Player 18487,93432
player18488,Player 18488,42674
player18489,Player 18489,31808
player18490,Player 18490,50034
player18491,Player 18491,41083
player18492,Player 18492,7515
player18493,Player 18493,34223
player18494,Player 18494,72608
player18495,Player 18495,96362
player18496,Player 18496,70933
player18497,Player 18497,63663
player18498,Player 18498,52161
player18499,Player 18499,76299
player18500,Player 18500,26605
player18501,Player 18501,17991
player18502,Player 18502,11332
player18503,Player 18503,38420
player18504,Player 18504,9283
player18505,Player 18505,84930
player18506,Player 18506,25292
player18507,Player 18507,77098
player18508,Player 18508,80698
player18509,Player 18509,17295
player18510,Player 18510,59116
player18511,Player 18511,44815
player18512,Player 18512,70824
player18513,Player 18513,10019
player18514,Player 18514,28498
player18515,Player 18515,62964
player18516,Player 18516,18728
player18517,Player 18517,85175
player18518,Player 18518,72555
player18519,Player 18519,28878
player18520,Player 18520,11346
player18521,Player 18521,97027
player18522,Player 18522,41723
player18523,Player 18523,3674
player18524,Player 18524,9978
player18525,Player 18525,94562
player18526,Player 18526,70969
player18527,Player 18527,45122
player18528,Player 18528,82441
player18529,Player 18529,46028
player18530,Player 18530,81931
player18531,Player 18531,35096
player18532,Player 18532,47289
player18533,Player 18533,21742
player18534,Player 18534,43985
player18535,Player 18535,64862
player18536,Player 18536,10559
player18537,Player 18537,50228
player18538,Player 18538,19731
player18539,Player 18539,75609
player18540,Player 18540,25434
player18541,Player 18541,38677
player18542,Player 18542,54574
player18543,Player 18543,65971
player18544,Player 18544,76675
player18545,Player 18545,255
player18546,Player 18546,86528
player18547,Player 18547,41178
player18548,Player 18548,43845
player18549,Player 18549,34998
player18550,Player 18550,38110
player18551,Player 18551,76464
player18552,Player 18552,42869
player18553,Player 18553,54091
player18554,Player 18554,50125
player18555,Player 18555,65526
player18556,Player 18556,83504
player18557,Player 18557,31994
player18558,Player 18558,62980
player18559,Player 18559,59511
player18560,Player 18560,2691
player18561,Player 18561,16068
player18562,Player 18562,20915
player18563,Player 18563,6914
player18564,Player 18564,51069
player18565,Player 18565,2846
player18566,Player 18566,39665
player18567,Player 18567,24318
player18568,Player 18568,49101
player18569,Player 18569,44091
player18570,Player 18570,52329
player18571,Player 18571,40734
player18572,Player 18572,99913
player18573,Player 18573,25717
player18574,Player 18574,28262
player18575,Player 18575,72648
player18576,Player 18576,66215
player18577,Player 18577,51955
player18578,Player 18578,12609
player18579,Player 18579,9302
player18580,Player 18580,77073
player18581,Player 18581,10859
player18582,Player 18582,38040
player18583,Player 18583,60699
player18584,Player 18584,15804
player18585,Player 18585,70958
player18586,Player 18586,532
player18587,Player 18587,55781
player18588,Player 18588,48457
player18589,Player 18589,47712
player18590,Player 18590,43643
player18591,Player 18591,63722
player18592,Player 18592,552
player18593,Player 18593,81314
player18594,Player 18594,67934
player18595,Player 18595,27443
player18596,Player 18596,58903
player18597,Player 18597,10192
player18598,Player 18598,54851
player18599,Player 18599,31684
player18600,Player 18600,56523
player18601,Player 18601,87624
player18602,Player 18602,68129
player18603,Player 18603,62865
player18604,Player 18604,46595
player18605,Player 18605,2670
player18606,Player 18606,74504
player18607,Player 18607,18049
player18608,Player 18608,85641
player18609,Player 18609,97314
player18610,Player 18610,47643
player18611,Player 18611,4785
player18612,Player 18612,44985
player18613,Player 18613,43906
player18614,Player 18614,33796
player18615,Player 18615,64280
player18616,Player 18616,87170
player18617,Player 18617,56346
player18618,Player 18618,33430
player18619,Player 18619,34799
player18620,Player 18620,31283
player18621,Player 18621,80337
player18622,Player 18622,53830
player18623,Player 18623,33749
player18624,Player 18624,6910
player18625,Player 18625,5084
player18626,Player 18626,69368
player18627,Player 18627,21945
player18628,Player 18628,98225
player18629,Player 18629,72109
player18630,Player 18630,7365
player18631,Player 18631,48608
player18632,Player 18632,45007
player18633,Player 18633,28318
player18634,Player 18634,58507
player18635,Player 18635,33557
player18636,Player 18636,23177
player18637,Player 18637,37668
player18638,Player 18638,63837
player18639,Player 18639,79241
player18640,Player 18640,16606
player18641,Player 18641,40079
player18642,Player 18642,37141
player18643,Player 18643,37029
player18644,Player 18644,76505
player18645,Player 18645,55858
player18646,Player 18646,25864
player18647,Player 18647,66538
player18648,Player 18648,93260
player18649,Player 18649,39448
player18650,Player 18650,79648
player18651,Player 18651,21803
player18652,Player 18652,24693
player18653,Player 18653,56765
player18654,Player 18654,64536
player18655,Player 18655,74940
player18656,Player 18656,37844
player18657,Player 18657,62294
player18658,Player 18658,77941
player18659,Player 18659,63386
player18660,Player 18660,698
player18661,Player 18661,9816
player18662,Player 18662,68699
player18663,Player 18663,97383
player18664,Player 18664,55623
player18665,Player 18665,35070
player18666,Player 18666,91512
player18667,Player 18667,62146
player18668,Player 18668,98318
player18669,Player 18669,99020
player18670,Player 18670,10783
player18671,Player 18671,86978
player18672,Player 18672,78266
player18673,Player 18673,853
player18674,Player 18674,73412
player18675,Player 18675,68458
player18676,Player 18676,38741
player18677,Player 18677,17535
player18678,Player 18678,45606
player18679,Player 18679,85049
player18680,Player 18680,80157
player18681,Player 18681,21784
player18682,Player 18682,82591
player18683,Player 18683,42320
player18684,Player 18684,38687
player18685,Player 18685,4027
player18686,Player 18686,34821
player18687,Player 18687,86815
player18688,Player 18688,82001
player18689,Player 18689,40840
player18690,Player 18690,54651
player18691,Player 18691,14787
player18692,Player 18692,1201
player18693,Player 18693,1704
player18694,Player 18694,25043
player18695,Player 18695,13746
player18696,Player 18696,73020
player18697,Player 18697,28566
player18698,Player 18698,2504
player18699,Player 18699,29771
player18700,Player 18700,98264
player18701,Player 18701,18478
player18702,Player 18702,94147
player18703,Player 18703,33043
player18704,Player 18704,47170
player18705,Player 18705,87083
player18706,Player 18706,76608
player18707,Player 18707,78783
player18708,Player 18708,37356
player18709,Player 18709,4501
player18710,Player 18710,34271
player18711,Player 18711,36933
player18712,Player 18712,51980
player18713,Player 18713,49868
player18714,Player 18714,83229
player18715,Player 18715,62359
player18716,Player 18716,64747
player18717,Player 18717,85789
player18718,Player 18718,24950
player18719,Player 18719,62698
player18720,Player 18720,64269
player18721,Player 18721,13483
player18722,Player 18722,93670
player18723,Player 18723,99119
player18724,Player 18724,87987
player18725,Player 18725,67273
player18726,Player 18726,99201
player18727,Player 18727,52994
player18728,Player 18728,54074
player18729,Player 18729,91568
player18730,Player 18730,92074
player18731,Player 18731,86613
player18732,Player 18732,12525
player18733,Player 18733,3507
player18734,Player 18734,46834
player18735,Player 18735,64921
player18736,Player 18736,32978
player18737,Player 18737,73059
player18738,Player 18738,49599
player18739,Player 18739,49622
player18740,Player 18740,33037
player18741,Player 18741,56112
player18742,Player 18742,27894
player18743,Player 18743,88087
player18744,Player 18744,71011
player18745,Player 18745,95138
player18746,Player 18746,46144
player18747,Player 18747,20993
player18748,Player 18748,4180
player18749,Player 18749,54192
player18750,Player 18750,18559
player18751,Player 18751,35765
player18752,Player 18752,73039
player18753,Player 18753,96848
player18754,Player 18754,82329
player18755,Player 18755,89119
player18756,Player 18756,23630
player18757,Player 18757,11821
player18758,Player 18758,96614
player18759,Player 18759,23439
player18760,Player 18760,88543
player18761,Player 18761,80406
player18762,Player 18762,66077
player18763,Player 18763,53479
player18764,Player 18764,12135
player18765,Player 18765,86793
player18766,Player 18766,19664
player18767,Player 18767,96139
player18768,Player 18768,12333
player18769,Player 18769,84578
player18770,Player 18770,9796
player18771,Player 18771,251
player18772,Player 18772,89971
player18773,Player 18773,22327
player18774,Player 18774,52979
player18775,Player 18775,7648
player18776,Player 18776,14903
player18777,Player 18777,32358
player18778,Player 18778,9105
player18779,Player 18779,62486
player18780,Player 18780,49964
player18781,Player 18781,7994
player18782,Player 18782,11360
player18783,Player 18783,64501
player18784,Player 18784,410
player18785,Player 18785,19641
player18786,Player 18786,97709
player18787,Player 18787,55951
player18788,Player 18788,73795
player18789,Player 18789,14452
player18790,Player 18790,39518
player18791,Player 18791,97448
player18792,Player 18792,97304
player18793,Player 18793,11227
player18794,Player 18794,38072
player18795,Player 18795,7852
player18796,Player 18796,30788
player18797,Player 18797,15680
player18798,Player 18798,86097
player18799,Player 18799,32181
player18800,Player 18800,60997
player18801,Player 18801,74888
player18802,Player 18802,36016
player18803,Player 18803,39935
player18804,Player 18804,12462
player18805,Player 18805,11748
player18806,Player 18806,14979
player18807,Player 18807,55963
player18808,Player 18808,147
player18809,Player 18809,43773
player18810,Player 18810,13935
player18811,Player 18811,18325
player18812,Player 18812,66326
player18813,Player 18813,71361
player18814,Player 18814,18950
player18815,Player 18815,70489
player18816,Player 18816,4997
player18817,Player 18817,32172
player18818,Player 18818,28048
player18819,Player 18819,87486
player18820,Player 18820,4700
player18821,Player 18821,16198
player18822,Player 18822,34491
player18823,Player 18823,27707
player18824,Player 18824,34041
player18825,Player 18825,50245
player18826,Player 18826,15476
player18827,Player 18827,50160
player18828,Player 18828,76695
player18829,Player 18829,67279
player18830,Player 18830,77486
player18831,Player 18831,72603
player18832,Player 18832,75568
player18833,Player 18833,76465
player18834,Player 18834,6480
player18835,Player 18835,4243
player18836,Player 18836,29446
player18837,Player 18837,75419
player18838,Player 18838,88051
player18839,Player 18839,92455
player18840,Player 18840,8146
player18841,Player 18841,3631
player18842,Player 18842,71773
player18843,Player 18843,67184
player18844,Player 18844,29127
player18845,Player 18845,94998
player18846,Player 18846,13443
player18847,Player 18847,9770
player18848,Player 18848,79878
player18849,Player 18849,10933
player18850,Player 18850,97833
player18851,Player 18851,78422
player18852,Player 18852,5660
player18853,Player 18853,70145
player18854,Player 18854,79017
player18855,Player 18855,54356
player18856,Player 18856,63506
player18857,Player 18857,40430
player18858,Player 18858,75731
player18859,Player 18859,96091
player18860,Player 18860,9924
player18861,Player 18861,81182
player18862,Player 18862,51651
player18863,Player 18863,84405
player18864,Player 18864,51124
player18865,Player 18865,44386
player18866,Player 18866,43396
player18867,Player 18867,25541
player18868,Player 18868,44151
player18869,Player 18869,66688
player18870,Player 18870,95788
player18871,Player 18871,77817
player18872,Player 18872,74364
player18873,Player 18873,20504
player18874,Player 18874,84354
player18875,Player 18875,77198
player18876,Player 18876,4105
player18877,Player 18877,68502
player18878,Player 18878,97817
player18879,Player 18879,22845
player18880,Player 18880,96709
player18881,Player 18881,39641
player18882,Player 18882,68337
player18883,Player 18883,94714
player18884,Player 18884,81594
player18885,Player 18885,84620
player18886,Player 18886,56926
player18887,Player 18887,41894
player18888,Player 18888,56243
player18889,Player 18889,93246
player18890,Player 18890,49528
player18891,Player 18891,92711
player18892,Player 18892,93451
player18893,Player 18893,31870
player18894,Player 18894,68391
player18895,Player 18895,30237
player18896,Player 18896,51188
player18897,Player 18897,50285
player18898,Player 18898,6177
player18899,Player 18899,14378
player18900,Player 18900,39839
player18901,Player 18901,81188
player18902,Player 18902,72209
player18903,Player 18903,95204
player18904,Player 18904,43526
player18905,Player 18905,67133
player18906,Player 18906,52249
player18907,Player 18907,10480
player18908,Player 18908,62135
player18909,Player 18909,54194
player18910,Player 18910,62276
player18911,Player 18911,11700
player18912,Player 18912,26639
player18913,Player 18913,53653
player18914,Player 18914,38372
player18915,Player 18915,35447
player18916,Player 18916,24066
player18917,Player 18917,95040
player18918,Player 18918,91654
player18919,Player 18919,2859
player18920,Player 18920,29342
player18921,Player 18921,11006
player18922,Player 18922,24440
player18923,Player 18923,86093
player18924,Player 18924,56145
player18925,Player 18925,68931
player18926,Player 18926,48398
player18927,Player 18927,90486
player18928,Player 18928,3343
player18929,Player 18929,507
player18930,Player 18930,81860
player18931,Player 18931,44504
player18932,Player 18932,45131
player18933,Player 18933,47427
player18934,Player 18934,76811
player18935,Player 18935,85307
player18936,Player 18936,84284
player18937,Player 18937,1787
player18938,Player 18938,13911
player18939,Player 18939,35419
player18940,Player 18940,99461
player18941,Player 18941,28971
player18942,Player 18942,15722
player18943,Player 18943,68785
player18944,Player 18944,467
player18945,Player 18945,24936
player18946,Player 18946,43624
player18947,Player 18947,2416
player18948,Player 18948,21172
player18949,Player 18949,17066
player18950,Player 18950,93687
player18951,Player 18951,74575
player18952,Player 18952,75785
player18953,Player 18953,23256
player18954,Player 18954,7620
player18955,Player 18955,89770
player18956,Player 18956,52296
player18957,Player 18957,68444
player18958,Player 18958,67299
player18959,Player 18959,24556
player18960,Player 18960,32418
player18961,Player 18961,82119
player18962,Player 18962,65507
player18963,Player 18963,90862
player18964,Player 18964,31570
player18965,Player 18965,23600
player18966,Player 18966,72521
player18967,Player 18967,81571
player18968,Player 18968,31810
player18969,Player 18969,60136
player18970,Player 18970,2330
player18971,Player 18971,71695
player18972,Player 18972,10520
player18973,Player 18973,63947
player18974,Player 18974,77224
player18975,Player 18975,22215
player18976,Player 18976,9258
player18977,Player 18977,60467
player18978,Player 18978,3915
player18979,Player 18979,15619
player18980,Player 18980,49056
player18981,Player 18981,93663
player18982,Player 18982,49817
player18983,Player 18983,63277
player18984,Player 18984,41097
player18985,Player 18985,97453
player18986,Player 18986,59314
player18987,Player 18987,33833
player18988,Player 18988,65239
player18989,Player 18989,89607
player18990,Player 18990,41703
player18991,Player 18991,75772
player18992,Player 18992,72745
player18993,Player 18993,89056
player18994,Player 18994,92031
player18995,Player 18995,64231
player18996,Player 18996,35095
player18997,Player 18997,57676
player18998,Player 18998,80603
player18999,Player 18999,7966
player19000,Player 19000,96948
player19001,Player 19001,13333
player19002,Player 19002,43455
player19003,Player 19003,78982
player19004,Player 19004,39036
player19005,Player 19005,61692
player19006,Player 19006,29849
player19007,Player 19007,18184
player19008,Player 19008,40090
player19009,Player 19009,49385
player19010,Player 19010,70779
player19011,Player 19011,50707
player19012,Player 19012,61539
player19013,Player 19013,58587
player19014,Player 19014,59600
player19015,Player 19015,20349
player19016,Player 19016,31047
player19017,Player 19017,76641
player19018,Player 19018,24376
player19019,Player 19019,94869
player19020,Player 19020,33918
player19021,Player 19021,53076
player19022,Player 19022,39869
player19023,Player 19023,40465
player19024,Player 19024,5710
player19025,Player 19025,37992
player19026,Player 19026,78392
player19027,Player 19027,78552
player19028,Player 19028,30725
player19029,Player 19029,86311
player19030,Player 19030,65086
player19031,Player 19031,16303
player19032,Player 19032,86788
player19033,Player 19033,31920
player19034,Player 19034,37373
player19035,Player 19035,21236
player19036,Player 19036,43084
player19037,Player 19037,90391
player19038,Player 19038,74430
player19039,Player 19039,31304
player19040,Player 19040,20741
player19041,Player 19041,61887
player19042,Player 19042,69824
player19043,Player 19043,22490
player19044,Player 19044,91950
player19045,Player 19045,52958
player19046,Player 19046,57222
player19047,Player 19047,45980
player19048,Player 19048,97633
player19049,Player 19049,69322
player19050,Player 19050,22388
player19051,Player 19051,9113
player19052,Player 19052,37592
player19053,Player 19053,2870
player19054,Player 19054,86597
player19055,Player 19055,78401
player19056,Player 19056,76264
player19057,Player 19057,24937
player19058,Player 19058,63692
player19059,Player 19059,78544
player19060,Player 19060,57060
player19061,Player 19061,49471
player19062,Player 19062,94767
player19063,Player 19063,7344
player19064,Player 19064,89982
player19065,Player 19065,27868
player19066,Player 19066,8410
player19067,Player 19067,50592
player19068,Player 19068,84827
player19069,Player 19069,37095
player19070,Player 19070,77424
player19071,Player 19071,90411
player19072,Player 19072,25664
player19073,Player 19073,85300
player19074,Player 19074,16114
player19075,Player 19075,1587
player19076,Player 19076,83316
player19077,Player 19077,28933
player19078,Player 19078,84585
player19079,Player 19079,92567
player19080,Player 19080,11609
player19081,Player 19081,65824
player19082,Player 19082,93203
player19083,Player 19083,96838
player19084,Player 19084,94510
player19085,Player 19085,65611
player19086,Player 19086,60432
player19087,Player 19087,44965
player19088,Player 19088,6754
player19089,Player 19089,71959
player19090,Player 19090,56628
player19091,Player 19091,84266
player19092,Player 19092,42813
player19093,Player 19093,9158
player19094,Player 19094,4998
player19095,Player 19095,22018
player19096,Player 19096,85102
player19097,Player 19097,32888
player19098,Player 19098,44399
player19099,Player 19099,97635
player19100,Player 19100,30999
player19101,Player 19101,46735
player19102,Player 19102,15968
player19103,Player 19103,8044
player19104,Player 19104,45132
player19105,Player 19105,22553
player19106,Player 19106,84380
player19107,Player 19107,38916
player19108,Player 19108,74208
player19109,Player 19109,26542
player19110,Player 19110,7545
player19111,Player 19111,90618
player19112,Player 19112,21410
player19113,Player 19113,81472
player19114,Player 19114,5162
player19115,Player 19115,36756
player19116,Player 19116,47453
player19117,Player 19117,94704
player19118,Player 19118,59955
player19119,Player 19119,84036
player19120,Player 19120,14890
player19121,Player 19121,44784
player19122,Player 19122,34221
player19123,Player 19123,39790
player19124,Player 19124,25727
player19125,Player 19125,60281
player19126,Player 19126,25551
player19127,Player 19127,25713
player19128,Player 19128,24853
player19129,Player 19129,23923
player19130,Player 19130,4538
player19131,Player 19131,93317
player19132,Player 19132,41566
player19133,Player 19133,67958
player19134,Player 19134,85455
player19135,Player 19135,99410
player19136,Player 19136,56531
player19137,Player 19137,51536
player19138,Player 19138,66900
player19139,Player 19139,55771
player19140,Player 19140,55255
player19141,Player 19141,56270
player19142,Player 19142,60726
player19143,Player 19143,11906
player19144,Player 19144,97895
player19145,Player 19145,74475
player19146,Player 19146,38242
player19147,Player 19147,2769
player19148,Player 19148,57264
player19149,Player 19149,9359
player19150,Player 19150,55067
player19151,Player 19151,32787
player19152,Player 19152,56256
player19153,Player 19153,62143
player19154,Player 19154,68436
player19155,Player 19155,59444
player19156,Player 19156,87106
player19157,Player 19157,28749
player19158,Player 19158,70529
player19159,Player 19159,45849
player19160,Player 19160,37733
player19161,Player 19161,5288
player19162,Player 19162,2966
player19163,Player 19163,52713
player19164,Player 19164,37769
player19165,Player 19165,65933
player19166,Player 19166,34155
player19167,Player 19167,4792
player19168,Player 19168,97144
player19169,Player 19169,5613
player19170,Player 19170,1047
player19171,Player 19171,69792
player19172,Player 19172,89987
player19173,Player 19173,18548
player19174,Player 19174,56947
player19175,Player 19175,23843
player19176,Player 19176,88055
player19177,Player 19177,64331
player19178,Player 19178,23571
player19179,Player 19179,75303
player19180,Player 19180,55488
player19181,Player 19181,33861
player19182,Player 19182,87486
player19183,Player 19183,84551
player19184,Player 19184,86030
player19185,Player 19185,85830
player19186,Player 19186,28998
player19187,Player 19187,54671
player19188,Player 19188,15918
player19189,Player 19189,76946
player19190,Player 19190,71388
player19191,Player 19191,9817
player19192,Player 19192,63480
player19193,Player 19193,25917
player19194,Player 19194,25608
player19195,Player 19195,19604
player19196,Player 19196,86174
player19197,Player 19197,82595
player19198,Player 19198,59662
player19199,Player 19199,22530
player19200,Player 19200,39617
player19201,Player 19201,54124
player19202,Player 19202,24924
player19203,Player 19203,10131
player19204,Player 19204,57156
player19205,Player 19205,69192
player19206,Player 19206,9805
player19207,Player 19207,87605
player19208,Player 19208,50295
player19209,Player 19209,93362
player19210,Player 19210,47031
player19211,Player 19211,76759
player19212,Player 19212,20778
player19213,Player 19213,5469
player19214,Player 19214,35639
player19215,Player 19215,88389
player19216,Player 19216,42756
player19217,Player 19217,13832
player19218,Player 19218,65403
player19219,Player 19219,11378
player19220,Player 19220,92598
player19221,Player 19221,73432
player19222,Player 19222,29055
player19223,Player 19223,28620
player19224,Player 19224,54507
player19225,Player 19225,83179
player19226,Player 19226,91714
player19227,Player 19227,19355
player19228,Player 19228,47752
player19229,Player 19229,1010
player19230,Player 19230,73226
player19231,Player 19231,88170
player19232,Player 19232,18210
player19233,Player 19233,63856
player19234,Player 19234,37217
player19235,Player 19235,10319
player19236,Player 19236,83674
player19237,Player 19237,42479
player19238,Player 19238,50892
player19239,Player 19239,92905
player19240,Player 19240,8857
player19241,Player 19241,33751
player19242,Player 19242,2902
player19243,Player 19243,53153
player19244,Player 19244,33787
player19245,Player 19245,74410
player19246,Player 19246,43319
player19247,Player 19247,56134
player19248,Player 19248,86159
player19249,Player 19249,48113
player19250,Player 19250,52070
player19251,Player 19251,25313
player19252,Player 19252,76977
player19253,Player 19253,49855
player19254,Player 19254,82403
player19255,Player 19255,81586
player19256,Player 19256,14739
player19257,Player 19257,16132
player19258,Player 19258,98897
player19259,Player 19259,36425
player19260,Player 19260,90496
player19261,Player 19261,90396
player19262,Player 19262,39589
player19263,Player 19263,84049
player19264,Player 19264,3831
player19265,Player 19265,39917
player19266,Player 19266,18594
player19267,Player 19267,27311
player19268,Player 19268,1992
player19269,Player 19269,44024
player19270,Player 19270,69012
player19271,Player 19271,92789
player19272,Player 19272,95457
player19273,Player 19273,37654
player19274,Player 19274,64631
player19275,Player 19275,97190
player19276,Player 19276,55930
player19277,Player 19277,31684
player19278,Player 19278,7290
player19279,Player 19279,25430
player19280,Player 19280,78848
player19281,Player 19281,93317
player19282,Player 19282,92616
player19283,Player 19283,39022
player19284,Player 19284,49931
player19285,Player 19285,12328
player19286,Player 19286,44458
player19287,Player 19287,66473
player19288,Player 19288,88044
player19289,Player 19289,89972
player19290,Player 19290,13116
player19291,Player 19291,92659
player19292,Player 19292,18940
player19293,Player 19293,4657
player19294,Player 19294,85573
player19295,Player 19295,66337
player19296,Player 19296,26400
player19297,Player 19297,99971
player19298,Player 19298,2399
player19299,Player 19299,63986
player19300,Player 19300,94212
player19301,Player 19301,61639
player19302,Player 19302,79470
player19303,Player 19303,36897
player19304,Player 19304,1218
player19305,Player 19305,6689
player19306,Player 19306,43345
player19307,Player 19307,30179
player19308,Player 19308,64188
player19309,Player 19309,93990
player19310,Player 19310,61551
player19311,Player 19311,80159
player19312,Player 19312,47816
player19313,Player 19313,4087
player19314,Player 19314,43134
player19315,Player 19315,14484
player19316,Player 19316,3787
player19317,Player 19317,71101
player19318,Player 19318,65938
player19319,Player 19319,71235
player19320,Player 19320,45347
player19321,Player 19321,6703
player19322,Player 19322,77500
player19323,Player 19323,46259
player19324,Player 19324,3217
player19325,Player 19325,17209
player19326,Player 19326,26344
player19327,Player 19327,15196
player19328,Player 19328,28441
player19329,Player 19329,37222
player19330,Player 19330,23120
